"Name","Cuisine","Hours","Price","Good.For","Location","Address","Postal.Code","Lat","Long"
"Red House Seafood (Grand Copthorne)","Chinese, Seafood, Local, Zi Char","Mon-Sun: 12-2:30pm (Last Order: 2pm), 5-10pm(Last Order: 9:30pm)","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly","River Valley","392 Havelock Road#02-00Grand Copthorne Waterfront HotelSingapore (169663) ","169663","1.2902823255897","103.835180674862"
"Red House Seafood (Prinsep)","Chinese, Seafood, Local, Dim Sum, Zi Char","Mon-Fri: 12-2:30pm (Last Order 2pm), 5-10pm (Last Order 9:30pm)Sat & Sun, PH: 12-3pm (Last Order 2:45pm), 5-10pm (Last Order 9:30pm)","$$$","Business Meetings, Casual Dining, Private Functions, Quiet Dinner","Dhoby Ghaut","68 Prinsep StreetSingapore (188661) ","188661","1.29977395515209","103.850115966966"
"Red Noodle & Bottle Bar","Bar, Local","Mon-Fri: 11am-11:45pmSat: 5-11:45pmClosed Sunday","$$","Business Meetings, Casual Dining, Drinks, Large Parties (16+)","Buona Vista","1 Fusionopolis PlaceGalaxisSingapore (138522) ","138522","1.29986251400969","103.788101008299"
"RedDot BrewHouse @ Dempsey Hill","Bar, German","Mon-Sat: 11:30am-10:30pmSun: 11:30am-10pm","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Pet Friendly, Private Functions, Large Parties (16+)","Dempsey","25A Dempsey RoadSingapore (247691) ","247691","1.30631996574369","103.811330501506"
"RedTail Bar by Zouk","Bar, Cafe","Tue-Sat: 1:30-10:30pm (Last Reservation: 8:30pm)Closed Monday and Sunday","$$","Al Fresco, Casual Dining, Drinks","Clarke Quay","3C River Valley Road#01-04Block CThe Cannery @ Clarke QuaySingapore (179022) ","179022","1.29069452697644","103.845921374052"
"Refinery & Co","Japanese, Fusion, Southeast Asian","Tue-Sat: 11am-10:30pmSun: 11am-4pmClosed Monday","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly","Jalan Besar","115 King George's Avenue#01-02Singapore (208561) ","208561","1.3106872231867","103.86208975147"
"Renga-Ya","Bar, Japanese, Steakhouse, BBQ","Tue-Sat: 12-2:30pm (Last Order: 2pm), 6-11pm (Last Order: 10:30pm)Sun: 12-2:30pm (Last Order: 2pm), 5:30-10:30pm (Last Order: 10pm)Closed Monday","$$$","Al Fresco, Business Meetings, Kid Friendly, Drinks, Quiet Dinner","City Hall, CHIJMES","30 Victoria Street#01-11/12CHIJMESSingapore (187996) ","187996","1.29479670956332","103.852573366033"
"RENNThai","Thai","Tue-Sun: 12-3pm (Last Order: 2:30pm), 5-11pm (Last Order Alcohol: 9:45pm) (Last Order Food: 10:15pm)Closed Monday","$$$","Casual Dining","Clarke Quay","3D River Valley Road#01-05Clarke QuaySingapore (179023) ","179023","1.2899041526072","103.845674614165"
"Republic","Bar, Vegetarian Friendly, Local, Southeast Asian","Mon-Sun: 12-11pm","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions","City Hall, Promenade","7 Raffles AvenueLevel 3The Ritz-Carlton, Millenia SingaporeSingapore (039799) ","039799","1.29073052443159","103.860099444172"
"Restaurant JAG","French","Tue-Thu: 6-10:30pmFri & Sat: 12-3pm, 6-10:30pmClosed Monday & Sunday","$$$$$","Business Meetings, Fine Dining, Private Functions, Romantic Dates","Tanjong Pagar, Duxton","76 Duxton RoadSingapore (089535) ","089535","1.27835550544284","103.843080714139"
"Restaurant Labyrinth","Local, Southeast Asian, Modern Asian","Wed: 6:30-10:30pm (Last Seating: 8pm)Thu-Sun: 12-2:30pm (Last Order: 1pm), 6:30-10:30pm (Last Seating: 8pm)Closed Monday & Tuesday","$$$$","Business Meetings, Fine Dining, Drinks, Private Functions, Romantic Dates","Marina Bay, Promenade, Esplanade","8 Raffles Avenue#02-23Esplanade MallSingapore (039802) ","039802","1.28966932376699","103.855952707685"
"Revolver","Indian, International, BBQ","Wed: 6pm (First Seating), 8.30pm (Second Seating)Thu-Sun: 12-2:30pm, 6pm (First Seating), 8.30pm (Second Seating)Closed Monday and Tuesday","$$$$$","Fine Dining, Casual Dining, Drinks","Tanjong Pagar","56 Tras StreetSingapore (078995) ","078995","1.27797124068018","103.844160297363"
"Rhubarb Le Restaurant","French","Mon-Tue, Thu-Sat: 12-2:15pm, 6:30-9:30pmClosed Wednesday & Sunday","$$$$$","Business Meetings, Fine Dining, Private Functions, Quiet Dinner, Romantic Dates","Duxton","3 Duxton HillSingapore (089589) ","089589","1.27942777394547","103.842983060546"
"Ricciotti (Riverwalk)","Bar, Italian, Seafood, Vegetarian Friendly","Mon-Sun: 11:30am-11pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Large Parties (16+)","Boat Quay, Clarke Quay","20 Upper Circular RoadB1-49/50The RiverwalkSingapore (058416) ","058416","1.28897209658289","103.848459830887"
"Riders Cafe","Modern European","Tue-Sun: 8am-9pmClosed Monday","$$","Casual Dining, Kid Friendly, Quiet Dinner","Bukit Timah","51 Fairways DriveSingapore (286965) ","286965","1.34307678973503","103.796394494311"
"Ristorante Da Valentino Singapore","Italian",NA,"$$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Bukit Timah","200 Turf Club Road#01-19The Grand StandSingapore (287994) ","287994","1.33879673523931","103.793256122847"
"Ristorante Palermo","Bar, Italian","Mon-Sun: 11am-10pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Harbourfront","2 Keppel Bay Vista#02-03Singapore (098382) ","098382","1.26398120067494","103.812517727327"
"Ristorante Takada","Japanese, Italian","Tue-Sun: 12-2pm, 6-10pmClosed Monday","$$$$","Business Meetings, Fine Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Queenstown","356 Alexandra Road#01-07Alexis CondominiumSingapore (155948) ","155948",NA,NA
"Riverwalk Tandoor - Bhai Da Dhaba","Indian","Tue-Sun: 11:30am-2:30pm (Last Order: 2pm), 6-10:30pm (Last Order: 10pm)Closed Monday","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Little India","677 Rangoon Road#01-06Singapore (210677) ","210677","1.31252896906352","103.855137853723"
"Riviera","French, Mediterranean","Tue-Sat: 12-2:30pm, 6:30-11pmClosed Sunday & Monday","$$$$$","Business Meetings, City Views, Fine Dining, Private Functions, Quiet Dinner, Romantic Dates","Fullerton, Raffles Place","1 Fullerton Road#02-06One FullertonSingapore (049213) ","049213","1.28618859279801","103.854157139967"
"Rocku Yakiniku","Buffet, Japanese, BBQ","Mon-Sun: 11:30am-10pm (Last Order: 9pm)","$$$","Casual Dining, Kid Friendly","Bugis","201 Victoria Street#04-06Bugis+Singapore (188067) ","188067","1.29966016502847","103.853518084567"
"Roots Mediterranean","Italian, Vegetarian Friendly","Mon-Thu: 11:30am-2:30pm, 5-10:30pmFri-Sat: 11:30am-10:30pmSun: 11am-4pm, 5:30-11pm","$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner, Large Parties (16+)","Bukit Timah","2 Greenwood AvenueSingapore (289189) ","289189","1.33129213003349","103.807378182604"
"The Rose Veranda","International","Fri: 1-5pmSat-Sun & PH: 12-2pm, 3-5pmClosed Monday to Thursday","$$$","Business Meetings, Casual Dining","Orchard, Tanglin","22 Orange Grove RoadMezzanine LevelTower WingShangri-La HotelSingapore (258350) ","258350","1.31122438238089","103.826788133417"
"Rosso Vino","Bar, Italian, Seafood, Steakhouse, Vegetarian Friendly, Cafe","Mon-Sat: 3pm-12am (Last Order: 11:30pm)Sun: 12pm-12am (Last Order: 11:30pm)","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Pet Friendly, Private Functions, Quiet Dinner, Large Parties (16+)","Robertson Quay","15 Merbau RoadSingapore (239032) ","239032","1.29116820590977","103.841985999247"
"Route 6","Thai, Seafood, Vegetarian Friendly","Mon-Sat: 12-10:30pmClosed Sunday","$$","City Views, Casual Dining, Kid Friendly, Drinks","Bugis","1 Rochor Canal Road#06-12Sim Lim SquareSingapore (188504) ","188504","1.30302298414827","103.853038663425"
"Route 65 Bar + Kitchen","Bar, Modern Asian","Mon-Sun: 11:30am-10:30pm","$$","Casual Dining, Drinks, Private Functions","Promenade, Marina Central","3 Temasek Boulevard#01-434Suntec City North WingSingapore (038983) ","038983","1.29432416524256","103.860371993025"
"Royal Palm @ Orchid Country Club","International, Halal Certified","Fri-Sun: 11am-10:30pmClosed Mon-Thu","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Private Functions, Large Parties (16+)","Yishun","1 Orchid Club Road01-21/22Orchid Country ClubSingapore (769162) ","769162","1.41119819060234","103.844438313314"
"Royal Taj","Buffet, Indian, Vegetarian Friendly","Mon-Sun: 12-3pm, 6-10:30pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Private Functions, Large Parties (16+)","Sentosa","2 Gunner Lane02-07Mess Hall SentosaSingapore (099567) ","099567","1.2527149864827","103.820877418653"
"Royale","International, Local","Mon-Sun: 11:30am-10pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Bugis","122 Middle RoadLevel 3Mercure Singapore BugisSingapore (188973) ","188973","1.29960950187876","103.853118508952"
"RUBATO Italian Restaurant & Wine Bar @ Greenwood","Italian, Vegetarian Friendly","Mon-Fri: 10:30am till lateSat-Sun: 9:30am till late","$$","Al Fresco, Pet Friendly, Quiet Dinner, Romantic Dates","Bukit Timah","12 Greenwood AvenueSingapore (289204) ","289204","1.33125181496525","103.807022479677"
"RUBATO Italian Restaurant & Wine Bar @ Mr Gallop","Bar, Italian, Seafood, All-Day Breakfast, Burgers, BBQ","Mon-Fri: 10:30am-10pmSat-Sun: 8am-10pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Romantic Dates","Bukit Timah","100 Turf Club Road#01-01Singapore (287992) ","287992","1.33421959827419","103.795898242362"
"Ruth's Chris Steak House","American, Steakhouse","Tue-Sun: 11:30-3pm, 5:30-10pm (Last Order: 9:30pm)Closed Monday","$$$$","Fine Dining, Private Functions, Quiet Dinner, Romantic Dates","City Hall, Marina Bay, Promenade","6 Raffles Boulevard4th FloorPARKROYAL Collection Marina Bay HotelSingapore (039594) ","039594","1.29097199909542","103.857575411708"
"RVLT","Bar, Local, Modern Asian","Mon-Thu: 4-10:30pmFri: 4-10:30pm (1st Seating: 4pm onwards to 7:45pm, 2nd Seating: 8pm)Sat: 1-10:30pm (1st Seating: 1pm onwards to 7:45pm, 2nd Seating: 8pm)Closed Sunday","$$$","City Views, Casual Dining, Drinks, Private Functions","Clarke Quay","38 Carpenter Street#01-01Singapore (059917) ","059917","1.28790279818424","103.847773371078"
"Ryu Taro Yakitori Restaurant","Japanese, BBQ","Mon-Sat: 5pm-11pm Closed Sunday","$$$","Casual Dining, Drinks, Romantic Dates","Tanjong Pagar","51A Neil Road Singapore (088829) ","088829","1.27954787055624","103.842668756429"
"RÊVE","French, Fusion, International","Mon-Tue: 6-10:30pm (Last Order: 8:30pm)Wed-Sat: 12-3pm (Last Order: 1:30pm), 6-10:30pm (Last Order: 8:30pm)Closed Sunday","$$$$$","Business Meetings, Fine Dining, Private Functions, Quiet Dinner, Romantic Dates","Chinatown","39 Kreta Ayer Road#01-01Singapore (089002) ","089002","1.28083154264178","103.842067073879"
"Sabio By The Sea","Spanish","Mon-Thu: 5-10:30pmFri: 12-11pmSat: 11:30am-11pmSun: 11:30am-10:30pm","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Sentosa","31 Ocean Way#01-02Quayside IsleSingapore (098375) ","098375","1.24706997908317","103.842182970325"
"Saint Pierre","Modern European, French, Vegetarian Friendly",NA,"$$$$$","Business Meetings, City Views, Fine Dining, Kid Friendly, Private Functions, Quiet Dinner, Romantic Dates","Fullerton, Raffles Place","1 Fullerton Road#02-02BOne FullertonSingapore (049213) ","049213","1.28618859279801","103.854157139967"
"Salted & Hung","Australian","Wed: 6-10:30pm (Last Seating: 8:30pm)Thu-Sun: 12-2:30pm (Last Seating: 1:30pm), 6-10:30pm (Last Seating: 8:30pm)Closed Monday and Tuesday","$$$","Fine Dining, Drinks, Quiet Dinner, Romantic Dates","City Hall, Bugis","12 Purvis StreetSingapore (188591) ","188591","1.2966216643103","103.855352620443"
"Salvo by Pasta Fresca","Italian","Mon-Sun: 11:30am-11pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Quiet Dinner, Romantic Dates","Paya Lebar","2 Tanjong Katong Road#01-05PLQ3 Singapore (437161) ","437161","1.31597191128415","103.893489171719"
"San Laksa Steamboat","Chinese, Seafood, Steamboat","Mon-Sun: 11am-9:30pm","$$","Casual Dining, Kid Friendly","Little India","147 Kitchener RoadSingapore (208524) ","208524","1.30988462103677","103.856985550805"
"SandBank","American, Bar, Buffet, Modern European, Italian, Australian, Fusion, International, Seafood, British, Cafe","Mon: 5-11pmTue-Fri: 12-11pmSat & PH: 9am-12amSun: 9am-11pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner","East Coast","920 East Coast Parkway#01-28/92Parkland GreenSingapore (449875) ","449875","1.29892593488432","103.906730601853"
"Sanobar Restaurant","Middle Eastern, Greek, Vegetarian Friendly","Mon-Sun: 11am-11pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Private Functions, Large Parties (16+)","Bugis","20 Baghdad StreetSingapore (199659) ","199659","1.30112754841718","103.859811457658"
"Sarnies Cafe","Cafe","","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks","Raffles Place, Telok Ayer","136 Telok Ayer StreetSingapore (068601) ","068601","1.28165589181292","103.847927886481"
"Saveur (Purvis)","French","Tue-Sun: 12-3pm (Food Last Order: 2:30pm), 5-10pm (Food Last Order: 9:30pm)Closed Monday","$$","Casual Dining, Kid Friendly","Bugis","5 Purvis Street#01-04Singapore (188584) ","188584","1.2968226174021","103.85497829367"
"Saveur Thai","Thai","Mon-Sun: 11am-10pm (Last Order: 9:30pm)","$$$","Business Meetings, Casual Dining, Kid Friendly, Quiet Dinner, Romantic Dates","Serangoon","151 Lorong Chuan#01-09NTP+Singapore (556741) ","556741","1.35206196118771","103.860698338514"
"SaVour Eat","Bar, Chinese, Italian, Fusion, Seafood, Local, Caribbean, Cajun, Cafe, Burgers","Tue-Sun: 11am-10:30pmClosed Monday","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Little India, Jalan Besar","3 Townshend Road #01-01ASingapore (207601) ","207601","1.30777335380753","103.858254253099"
"Sawadee Thai Cuisine","Thai","Mon-Sun: 11am-2:30pm, 6-10pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Bugis","9 Tan Quee Lan Street#01-01Tan Quee Lan SuitesSingapore (188098) ","188098","1.29831083277688","103.856652273902"
"Sbagliato Kitchen & Bar","Italian, Vegetarian Friendly","Mon: 10am-3pmTue-Fri: 10am-3pm, 6-10:30pmSat: 6-10:30pmClosed Sunday","$$","Al Fresco, Casual Dining, Drinks","Telok Ayer","3/4 Amoy StreetSingapore (049947) ","049947","1.28321798080315","103.848575643033"
"SBCD Korean Tofu House (ARC)","Korean","Mon-Sun: 11:30am-3pm (Last Order: 2:30pm), 5-10pm (Last Order: 9:30pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions, Large Parties (16+)","Telok Blangah","460 Alexandra Road#02-21Singapore (119963) ","119963","1.27414893629254","103.801399416665"
"SBCD Korean Tofu House (Millenia Walk)","Korean","Mon-Sun: 11:30am-10pm","$$","Casual Dining, Kid Friendly, Private Functions, Large Parties (16+)","Marina Bay, Promenade, Marina Central","9 Raffles Boulevard#01-114Millenia WalkSingapore (039596) ","039596","1.29260544462492","103.859724944443"
"SBCD Korean Tofu House (Tanjong Pagar Centre)","Korean","Mon-Sun: 11:30am-10pm","$$","Casual Dining, Kid Friendly, Private Functions","Tanjong Pagar","7 Wallich StreetB1-01/02Tanjong Pagar CentreSingapore (078884) ","078884","1.27672492702287","103.845155395387"
"Se7enth","American, International, Vegetarian Friendly","Mon-Fri: 6:30-10:30am, 12-2pm (Set Lunch Only), 6-9:30pmSat-Sun: 6:30-10:30am, 12-2pm, 6-9:30pm","$$","Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Tanjong Pagar","6 Shenton Way#07-01Oakwood Premier AMTD SingaporeOUE Downtown 1Singapore (068809)","068809","1.27731975064011","103.848596793501"
"SEA Chuan KungFu Fish","Chinese, Seafood, Vegetarian Friendly, Local, Steamboat, Modern Asian, BBQ","Mon-Sun: 11:30am-10pm","$$","Business Meetings, Casual Dining, Drinks","Promenade","6 Raffles Boulevard#02-103Marina SquareSingapore (039594) ","039594","1.29097199909542","103.857575411708"
"Sea Scent","Malaysian, Italian, International, Seafood, Vegetarian Friendly, Local, Southeast Asian, Cajun, Cafe, Burgers","Mon: 11:30am-8:30pm (Last Order: 7:30pm)Tue-Sun: 11:30am-10:30pm (Last Order: 8.45pm)","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Telok Blangah","10 Bukit Chermin RoadSwimming Pool AnnexeKeppel ClubSingapore (109918) ","109918","1.26818174470199","103.811220361499"
"The Seagrill","American, All-Day Breakfast","Mon-Thu: 11am-10pmFri-Sun: 11am-10:30pm","$$","Al Fresco, Casual Dining, Kid Friendly, Romantic Dates","Changi","260 Nicoll DriveChangi Beach ParkSingapore (498991) ","498991","1.39150327637283","103.990385050751"
"Seasonal Tastes","Buffet, International, Seafood, Local",NA,"$$$","Business Meetings, City Views, Casual Dining, Kid Friendly, Private Functions, Large Parties (16+)","Marina Bay","12 Marina ViewLevel 32Asia Square Tower 2The Westin SingaporeSingapore (018961) ","018961","1.27822949964567","103.850812513482"
"Sen Of Japan","Japanese","Mon-Thu: 11:30am-10pm (Last order: 9:45pm)Fri-Sat: 11:30am-10pm (Last order: 10pm)","$$$","Business Meetings, City Views, Casual Dining, Drinks, Private Functions, Quiet Dinner","Marina Bay","2 Bayfront Avenue#01-86The Shoppes at Marina Bay SandsSingapore (018972) ","018972","1.28332249857386","103.857629111139"
"sen-ryo Singapore","Japanese","Mon-Sun: 11am-10pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Orchard","2 Orchard Turn#03-14ION OrchardSingapore (238801) ","238801","1.30473094842364","103.831465536872"
"SENS Dining","Japanese","Mon-Sun: 11am-2:30pm, 5-9:30pm","$$","Casual Dining, Kid Friendly, Drinks, Private Functions, Large Parties (16+)","Holland Village","243 Holland AvenueSingapore (278997) ","278997","1.31056351475336","103.796107173318"
"Senshi Sushi & Grill","Japanese","Sun-Fri: 11:30am-10pmClosed Saturday","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Chinatown","333 New Bridge Road#01-01Dorsett Singapore Singapore (088765) ","088765","1.27962668610529","103.840007592937"
"Seoul Kitchen","Buffet, Korean","Mon-Sun: 11:30am-11pm","$$","Casual Dining","Sembawang, Yishun","435 Sembawang RoadSingapore (758398) ","758398","1.42827990034114","103.826496736542"
"Sessions","Local","Mon-Sun: 7:30-10:30am, 12-2:30pm, 6-9pmSweet SessionsMon-Sun: 12-9pm","$$$","Casual Dining, Kid Friendly, Private Functions","Sentosa","26 Sentosa Gateway#02-261/262/263/264Resorts World SentosaSingapore (098138) ","098138","1.25524547806487","103.820885377493"
"SG Taps","Bar, Japanese","Mon-Sun: 12pm-12am","$$$","Casual Dining, Drinks","Duxton","13 Duxton Hill#01-01Singapore (089597) ","089597","1.27920024124322","103.842630167088"
"Shabestan","Middle Eastern","Mon-Sun: 12-10pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Large Parties (16+)","River Valley, Robertson Quay","80 Mohamed Sultan Road#01-13Robertson QuaySingapore (239013) ","239013","1.29128650817015","103.840480166834"
"Shabu Sen","Japanese, Seafood","Tue-Sun: 3pm-2amClosed Monday","$$$","Al Fresco, Fine Dining, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Chinatown","8 Trengganu StreetSingapore (058462) ","058462","1.28320814934853","103.844155652066"
"Shahi Maharani","Indian, Vegetarian Friendly","Sun-Thu: 12-3pm (Last Order: 2:30pm), 6:30-10pm (Last Order: 9:30pm)Fri-Sat: 12-3pm (Last Order: 2:30pm), 6:30-11pm (Last Order: 10:30pm)","$$$","Business Meetings, Private Functions, Quiet Dinner","City Hall","252 North Bridge Road#03-21BRaffles City Shopping CentreSingapore (179103) ","179103","1.29376028134073","103.852768324281"
"Shang Palace","Chinese, Dim Sum","Mon-Fri: 12-2:30pm, 6-10pmSat, Sun & PH: 11am-12:30pm, 1-3pm (Last Order: 2:30pm), 6-10pm (Last Order: 9:30pm)","$$$$","Business Meetings, Fine Dining, Quiet Dinner","Orchard, Tanglin","22 Orange Grove RoadLobby Level, Tower WingShangri-La HotelSingapore (258350) ","258350","1.31122438238089","103.826788133417"
"Shang Social","Chinese, Dim Sum",NA,"$$$","Business Meetings, Casual Dining, Quiet Dinner","Changi","78 Airport Boulevard#01-219 to 222Jewel Changi AirportSingapore (819666) ","819666","1.35993782064432","103.990002942162"
"Shashlik Restaurant","Fusion, Steakhouse, Vegetarian Friendly, Russian","Tue-Sun: 12-2:15pm, 6-9:15pmClosed Monday","$$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Orchard","545 Orchard Road#06-19Far East Shopping CentreSingapore (238883) ","238883","1.30600944831127","103.829648763915"
"Shen Ji Tong Guo Chuan Chuan Xiang 沈记铜锅串串香","Chinese, Malaysian, Seafood, Vegetarian Friendly, Local, Dim Sum, Steamboat","Mon-Thu: 12-11pmFri: 12pm-2amSat: 11:30-2amSun: 11:30am-11pm","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Large Parties (16+)","Ang Mo Kio","4190 Ang Mo Kio Ave 6#01-05Singapore (569841) ","569841","1.37193728283195","103.845949472512"
"Shima Restaurant","Japanese","Mon-Sun: 12-2:30pm, 6-9:30pm","$$$$","Business Meetings, Fine Dining, Drinks, Private Functions, Quiet Dinner","Orchard","22 Scotts RoadLevel 1Goodwood Park HotelSingapore (228221) ","228221","1.30771173944605","103.834556167895"
"Shin Kushiya","Japanese","Mon-Fri: 11:30am-3pm (Last Order: 2:30pm), 5-10pm (Last Order: 9:30pm)Sat & PH: 11:30am-10pm (Last Order: 9:30pm)Sun: 11:30am-9:30pm (Last Order: 9pm)","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Large Parties (16+)","Harbourfront","1 Harbourfront Walk#02-120VivoCitySingapore (098585) ","098585","1.26427054261311","103.822476140813"
"Shin Minori Japanese Restaurant @ Katong Square","Buffet, Japanese","Mon-Sat & Eve of PH: 12pm-2:30pm (Last Order 2:15pm), 6:15-10:15pm (Last Order: 9:45pm)Sun & PH: 12:15-2:45pm (Last Order 2:30pm), 6:15-10:15pm (Last Order: 9:45pm)","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Large Parties (16+)","East Coast, Marine Parade","88 East Coast Road#02-08Katong SquareSingapore (423371) ","423371","1.30460147842409","103.904699618232"
"Shin Minori Japanese Restaurant @ UE Square","Buffet, Japanese","Mon-Sat & Eve of PH: 12pm-2:30pm (Last Order 2:15pm), 6:15-10:15pm (Last Order: 9:45pm)Sun & PH: 12:15-2:45pm (Last Order 2:30pm), 6:15-10:15pm (Last Order: 9:45pm)","$$$","Business Meetings, Casual Dining, Drinks, Private Functions, Large Parties (16+)","River Valley, Robertson Quay","81 Clemenceau Avenue#03-15/16UE SquareSingapore (239917) ","239917","1.29216191000465","103.842702921783"
"ShinnSato Japanese Cuisine","Japanese","Mon-Thur: 11:45am-2:30pm, 5:30-10:30pmFri: 11:45am-2:30pm, 5:30-11:30pmSat: 5:30-11:30pmClosed Sunday","$$$","Business Meetings, Casual Dining, Drinks","Outram","79 Kampong Bahru RoadSingapore (169377) ","169377","1.27626290288488","103.835665438292"
"Shinsho Ramen GR.ID","Japanese","Mon-Sun: 11am-2pm, 5-9pm","$$","Business Meetings, City Views, Casual Dining, Drinks, Private Functions, Quiet Dinner","Dhoby Ghaut","1 Selegie Road#02-02Singapore (188306) ","188306","1.30010826723486","103.849264127911"
"Shinsho Ramen Singpost","Japanese","Mon-Fri: 11am-3pm, 5-10pmSat-Sun: 11am-9pm","$$","Business Meetings, City Views, Casual Dining, Drinks, Romantic Dates","Paya Lebar","10 Eunos Road 8#01-136Singpost CentreSingapore (408600) ","408600","1.31898220434607","103.894722842965"
"Shinzo Japanese Cuisine","Japanese","Mon-Sat: 12-3pm, 6-10:30pmClosed Sunday","$$$$","Fine Dining, Casual Dining, Private Functions, Quiet Dinner, Romantic Dates, Large Parties (16+)","Clarke Quay","17 Carpenter Street#01-01Singapore (059906) ","059906","1.2883732809599","103.847810481342"
"Shiok Garden","American, Buffet, Chinese, Seafood, Steamboat, BBQ",NA,"$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Private Functions","Woodlands","31 Riverside RoadAdmiralty ParkSingapore (739087) ","739087","1.44241025066004","103.784518142969"
"Shisen Hanten by Chen Kentaro","Chinese, Japanese, Vegetarian Friendly, Local, Dim Sum","Mon-Sun: 12-3pm, 6-10pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions, Quiet Dinner","Orchard","333 Orchard RoadLevel 35Mandarin Orchard Hotel SingaporeSingapore (238867) ","238867","1.30206450556085","103.836340953476"
"Shish Mahal Restaurant","Indian, Vegetarian Friendly, Vegetarian","Mon, Wed, Thu-Fri: 12:30-10pmSat-Sun: 11:30am-10pmClosed Tuesday","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Romantic Dates","Little India","180 Albert Street#01-20Albert CourtSingapore (189971) ","189971","1.30415190754344","103.851114076729"
"Shoukouwa Sushi Restaurant","Japanese","Tue-Sat: 12:30-3pm, 6-11pmSun: 6-11pmClosed Monday","$$$$$","Business Meetings, Fine Dining, Private Functions, Quiet Dinner, Romantic Dates","Fullerton, Raffles Place","1 Fullerton Road#02-02AOne FullertonSingapore (049213) ","049213","1.28618859279801","103.854157139967"
"Shu Yan SiChuan Cuisine 蜀宴","Chinese, Fusion",NA,"$$$","Business Meetings, Kid Friendly, Private Functions, Quiet Dinner","River Valley, Robertson Quay","207 River Valley Road#01-51/54UE Square (Along Mohamed Sultan Road)Singapore (238275) ","238275","1.29310526554177","103.841805509441"
"Shukuu Izakaya","Japanese","Mon-Sun: 5:30-11:30pm (Last Order Food: 10:30pm)","$$","Al Fresco, Casual Dining, Drinks, Large Parties (16+)","Raffles Place, Tanjong Pagar, Telok Ayer","8 Stanley StreetSingapore (068727) ","068727","1.28011999140913","103.847785760486"
"Shunjuu Izakaya","Japanese","Mon-Sun: 12-2:30pm, 6-11pm","$$$","Al Fresco, Business Meetings, City Views, Casual Dining, Drinks","Robertson Quay","30 Robertson Quay#01-15Riverside ViewSingapore (238251) ","238251","1.29123960983988","103.841280608041"
